experiment,method,rep,d,r,n_anchors,queries,operator_error,frobenius_error,subspace_error,rank_hat
moment_bias,outer,18,12,2,160,2560,0.1968223892731814,0.2874705887649689,0.1500148267732,2
moment_bias,outer_trace,18,12,2,160,2560,0.1901646648703112,0.2946000188704434,0.1652726191574685,2
moment_bias,cross,18,12,2,320,5120,0.2307276450491366,0.2622571873609807,0.1617320153594297,2
moment_bias,outer,18,12,2,320,5120,0.1271035589268053,0.2385342396445262,0.1393996425913945,2
moment_bias,outer_trace,18,12,2,320,5120,0.1321795038204915,0.2381290556480157,0.1007301790851274,2
moment_bias,cross,18,12,2,640,10240,0.1027540001978823,0.1528231423965545,0.1438664097671112,2
moment_bias,outer,18,12,2,640,10240,0.238548394512561,0.3251837480435847,0.0691015773289914,2
moment_bias,outer_trace,18,12,2,640,10240,0.1700760943177545,0.236372322644486,0.0688864270162573,2
moment_bias,cross,18,12,2,1280,20480,0.1358930161725432,0.1660700289536313,0.0846555838937421,2
moment_bias,outer,18,12,2,1280,20480,0.1224268212094104,0.2443786716275029,0.0642425034553322,2
moment_bias,outer_trace,18,12,2,1280,20480,0.146358961699009,0.2241070888876585,0.0540409605161811,2
moment_bias,cross,19,12,2,80,1280,0.4717232050654685,0.5998005187787419,0.4883965098109978,2
moment_bias,outer,19,12,2,80,1280,0.2286529320462311,0.3424023133395708,0.3190604911805497,2
moment_bias,outer_trace,19,12,2,80,1280,0.3962252499705228,0.4470062153645846,0.1812934933498892,2
moment_bias,cross,19,12,2,160,2560,0.269989487082575,0.3551707898267293,0.3257136073136983,2
moment_bias,outer,19,12,2,160,2560,0.4232290700550402,0.4813124129905246,0.1337740613369911,2
moment_bias,outer_trace,19,12,2,160,2560,0.2004054019170429,0.2898569178721512,0.2310975451935369,2
moment_bias,cross,19,12,2,320,5120,0.1793979005377268,0.2379212746653971,0.2615084475944417,2
moment_bias,outer,19,12,2,320,5120,0.1399916383690216,0.2543915187548816,0.0916891666842212,2
moment_bias,outer_trace,19,12,2,320,5120,0.1994437249131709,0.2566339534942205,0.126142234851473,2
moment_bias,cross,19,12,2,640,10240,0.1062747044201415,0.1557394510504824,0.0815976588134151,2
moment_bias,outer,19,12,2,640,10240,0.1444173372663268,0.2563253821238069,0.0654077477528001,2
moment_bias,outer_trace,19,12,2,640,10240,0.1468155856292319,0.2154019597575152,0.0637089670656786,2
moment_bias,cross,19,12,2,1280,20480,0.1712240443843614,0.1906004184394603,0.0776648914977945,2
moment_bias,outer,19,12,2,1280,20480,0.1680767633532409,0.269770120383896,0.0469108496039084,2
moment_bias,outer_trace,19,12,2,1280,20480,0.1988111708616693,0.2536775182837602,0.0398662075707626,2
moment_bias,cross,20,12,2,2560,40960,0.0846639852639314,0.0987848932270667,0.0346014709699642,2
moment_bias,outer,20,12,2,2560,40960,0.0994583622859656,0.2224890058701245,0.0292747161179715,2
moment_bias,outer_trace,20,12,2,2560,40960,0.0773115047856502,0.1715509674387011,0.0470758048105314,2
moment_bias,cross,21,12,2,2560,40960,0.0589326218203463,0.0905240809602237,0.0751412281355008,2
moment_bias,outer,21,12,2,2560,40960,0.1097274632418426,0.234665450429454,0.0326922362775192,2
moment_bias,outer_trace,21,12,2,2560,40960,0.1004877979502163,0.1918407431169139,0.0334178136301017,2
moment_bias,cross,22,12,2,2560,40960,0.1257646153436431,0.1364204255799972,0.042907196014271,2
moment_bias,outer,22,12,2,2560,40960,0.1761380003811922,0.2922576109806951,0.0331830529216215,2
moment_bias,outer_trace,22,12,2,2560,40960,0.1660768809872349,0.2466201823008472,0.0279793027417089,2
moment_bias,cross,23,12,2,2560,40960,0.0911228257905968,0.1071985100714821,0.0569328066430633,2
moment_bias,outer,23,12,2,2560,40960,0.1127331319902213,0.2335665348892496,0.0250683174778347,2
moment_bias,outer_trace,23,12,2,2560,40960,0.0842745118519818,0.1848241362270833,0.0383396203861433,2
moment_bias,cross,24,12,2,2560,40960,0.0649335524592199,0.0859092873761211,0.0812410667787162,2
moment_bias,outer,24,12,2,2560,40960,0.186520773401193,0.2869108464965544,0.0327114579948146,2
moment_bias,outer_trace,24,12,2,2560,40960,0.1623274820466894,0.2334720575040669,0.033129640113379,2
moment_bias,cross,25,12,2,2560,40960,0.1178354457124832,0.1320833184245748,0.0735956375590323,2
moment_bias,outer,25,12,2,2560,40960,0.0837041292982082,0.2183229164946747,0.0437298103764215,2
moment_bias,outer_trace,25,12,2,2560,40960,0.0931598583475221,0.1824700716574524,0.0332597829708757,2
moment_bias,cross,26,12,2,2560,40960,0.0812983765024108,0.1125847143982604,0.0805967964691484,2
moment_bias,outer,26,12,2,2560,40960,0.087921321105392,0.2192316393326801,0.0321126006736949,2
moment_bias,outer_trace,26,12,2,2560,40960,0.080207418107557,0.1723159086034542,0.0281314787048413,2
moment_bias,cross,27,12,2,2560,40960,0.0583770505223507,0.0938521092186039,0.0746056689625477,2
moment_bias,outer,27,12,2,2560,40960,0.0891502703206246,0.2301177221189475,0.0349619512471651,2
moment_bias,outer_trace,27,12,2,2560,40960,0.0954768644116928,0.1877010702005536,0.0329923847448421,2
moment_bias,cross,28,12,2,2560,40960,0.1184574240244358,0.1313079402372557,0.0588003531542518,2
moment_bias,outer,28,12,2,2560,40960,0.1274558863550389,0.2455596560223412,0.0371462371920587,2
moment_bias,outer_trace,28,12,2,2560,40960,0.1009223804607834,0.1891697207720392,0.0483484749300944,2
moment_bias,cross,29,12,2,2560,40960,0.0859766301048578,0.1188886925423969,0.0704134879202379,2
moment_bias,outer,29,12,2,2560,40960,0.1197442918701394,0.2442595133550337,0.043444029919204,2
moment_bias,outer_trace,29,12,2,2560,40960,0.1184056226105998,0.2056966949422672,0.0315956418210479,2
moment_bias,cross,10,12,2,2560,40960,0.1013581653003315,0.1187000442093868,0.057021226904078,2
moment_bias,outer,10,12,2,2560,40960,0.1391295224816287,0.2592896115367629,0.0228914847535916,2
moment_bias,outer_trace,10,12,2,2560,40960,0.1399416700373713,0.2190810002365674,0.0314019320655899,2
moment_bias,cross,11,12,2,2560,40960,0.079106206523907,0.0968060675281149,0.0702272382602113,2
moment_bias,outer,11,12,2,2560,40960,0.1406111058888265,0.2711902228942806,0.0286037275102333,2
moment_bias,outer_trace,11,12,2,2560,40960,0.160853317508377,0.2398889658935235,0.0341341357781151,2
moment_bias,cross,12,12,2,2560,40960,0.0759838640860041,0.0952024820537648,0.0884475027742863,2
moment_bias,outer,12,12,2,2560,40960,0.1740716051294903,0.2807623010666433,0.0366031070415537,2
moment_bias,outer_trace,12,12,2,2560,40960,0.1010212491405549,0.2010484722470462,0.037859463410463,2
moment_bias,cross,13,12,2,2560,40960,0.0545776555469721,0.0900792561749931,0.0722617176393605,2
moment_bias,outer,13,12,2,2560,40960,0.1655174352507599,0.2724618917032218,0.0355534621903391,2
moment_bias,outer_trace,13,12,2,2560,40960,0.1516824115096369,0.2291046477430448,0.0347826227324626,2
moment_bias,cross,14,12,2,2560,40960,0.0648434807344645,0.08781461682828,0.0739388166938811,2
moment_bias,outer,14,12,2,2560,40960,0.118882007105289,0.2447431241698914,0.0425127150010819,2
moment_bias,outer_trace,14,12,2,2560,40960,0.108910605942289,0.1987627641345042,0.0298642518890011,2
moment_bias,cross,15,12,2,2560,40960,0.0465637527049767,0.0878530772883106,0.0635275260679902,2
moment_bias,outer,15,12,2,2560,40960,0.1313671637493296,0.247445227743606,0.042067182990674,2
moment_bias,outer_trace,15,12,2,2560,40960,0.0982893924630064,0.1975392762418271,0.0243420083193845,2
moment_bias,cross,16,12,2,2560,40960,0.0419631558297117,0.06599163970962,0.0368389162715771,2
moment_bias,outer,16,12,2,2560,40960,0.1468908507029074,0.269838460585435,0.02851863375238,2
moment_bias,outer_trace,16,12,2,2560,40960,0.1180935699721378,0.2144789779398881,0.0368115787504331,2
moment_bias,cross,17,12,2,2560,40960,0.1140293786838317,0.1319973656576303,0.0678669509401857,2
moment_bias,outer,17,12,2,2560,40960,0.1111470618337351,0.2384128456361662,0.0367799948336468,2
moment_bias,outer_trace,17,12,2,2560,40960,0.1146538338371367,0.1995388321487497,0.0278533803103721,2
moment_bias,cross,18,12,2,2560,40960,0.0602134911813202,0.0945967435731231,0.0821461250097171,2
moment_bias,outer,18,12,2,2560,40960,0.1441736685597086,0.2548809438427225,0.0305091484006919,2
moment_bias,outer_trace,18,12,2,2560,40960,0.0839381594670616,0.1801227836396842,0.0386784270116373,2
moment_bias,cross,19,12,2,2560,40960,0.1138148736848115,0.1224575901845352,0.0660917755752536,2
moment_bias,outer,19,12,2,2560,40960,0.11893359616534,0.2440031099315572,0.0372256290034536,2
moment_bias,outer_trace,19,12,2,2560,40960,0.1652026929521586,0.2328472492605189,0.0292412415951695,2
moment_bias,cross,20,12,2,5120,81920,0.0379606273213407,0.0551807949299145,0.0429635098250744,2
moment_bias,outer,20,12,2,5120,81920,0.1041229289074143,0.235483960266483,0.0366867556348271,2
moment_bias,outer_trace,20,12,2,5120,81920,0.0896618427880494,0.1872896623855426,0.0220431330193562,2
moment_bias,cross,21,12,2,5120,81920,0.0517348473049387,0.0739220605758298,0.047429525990684,2
moment_bias,outer,21,12,2,5120,81920,0.1029555535570391,0.2323676518618916,0.033685841809941,2
moment_bias,outer_trace,21,12,2,5120,81920,0.0873006446208789,0.1839410569619147,0.0212769580161366,2
moment_bias,cross,22,12,2,5120,81920,0.0567115291638937,0.0790803833516103,0.0515632316989071,2
moment_bias,outer,22,12,2,5120,81920,0.1196796073330411,0.248258255671564,0.0257463037348043,2
moment_bias,outer_trace,22,12,2,5120,81920,0.1243177072227021,0.2121247701959405,0.0235421143152116,2
moment_bias,cross,23,12,2,5120,81920,0.0612528323230731,0.0782812555626551,0.0588519229291224,2
moment_bias,outer,23,12,2,5120,81920,0.0958141655755958,0.2289938420112742,0.0255776949068902,2
moment_bias,outer_trace,23,12,2,5120,81920,0.0739650023777021,0.1761205895559295,0.0207752125178424,2
moment_bias,cross,24,12,2,5120,81920,0.0499776948208465,0.0702478004541413,0.0339726262282579,2
moment_bias,outer,24,12,2,5120,81920,0.1457477258797868,0.2621558014255876,0.0245749226256792,2
moment_bias,outer_trace,24,12,2,5120,81920,0.1095216345313958,0.2027531695691712,0.0260898693833872,2
moment_bias,cross,25,12,2,5120,81920,0.0788096787341363,0.090391705264022,0.0404881146532862,2
moment_bias,outer,25,12,2,5120,81920,0.0901629738228037,0.2237676148174771,0.0202417938287588,2
moment_bias,outer_trace,25,12,2,5120,81920,0.0708104050863925,0.1727829712706906,0.025589887193544,2
moment_bias,cross,26,12,2,5120,81920,0.050881180647651,0.0636444592471838,0.0352133805777238,2
moment_bias,outer,26,12,2,5120,81920,0.1204761972212067,0.2447105416565869,0.0178015460268828,2
moment_bias,outer_trace,26,12,2,5120,81920,0.0895558450979413,0.1895813595960049,0.0157962884496672,2
moment_bias,cross,27,12,2,5120,81920,0.0839708818689529,0.0929043146489119,0.0587219008338926,2
moment_bias,outer,27,12,2,5120,81920,0.1648690158400672,0.2792854536950975,0.0200982082484452,2
moment_bias,outer_trace,27,12,2,5120,81920,0.1495656856083768,0.2319608496711329,0.0193882725521705,2
moment_bias,cross,28,12,2,5120,81920,0.0509776553723036,0.0747642778516251,0.0547611102181298,2
moment_bias,outer,28,12,2,5120,81920,0.0878742129162882,0.2221753875488835,0.0196656456672098,2
moment_bias,outer_trace,28,12,2,5120,81920,0.0862431941361689,0.1784309061287485,0.0194289452784868,2
moment_bias,cross,29,12,2,5120,81920,0.0565320500361772,0.0702055401036093,0.041781639733329,2
moment_bias,outer,29,12,2,5120,81920,0.1365854718897509,0.2582836067394558,0.0296635121078482,2
moment_bias,outer_trace,29,12,2,5120,81920,0.099750501548767,0.1994130544899387,0.0312954663005474,2
moment_bias,cross,10,12,2,5120,81920,0.0316305158589184,0.0544528842787315,0.0486490475775862,2
moment_bias,outer,10,12,2,5120,81920,0.0988528667557181,0.2357034863699378,0.0217266142198126,2
moment_bias,outer_trace,10,12,2,5120,81920,0.0965121504303371,0.1911030123216159,0.0256667472680657,2
moment_bias,cross,11,12,2,5120,81920,0.0456945517127602,0.0652792735715613,0.0570078754775446,2
moment_bias,outer,11,12,2,5120,81920,0.1496154173220134,0.2742089125128828,0.0224738088555527,2
moment_bias,outer_trace,11,12,2,5120,81920,0.1231111964777773,0.2152293958143277,0.0174521091488747,2
moment_bias,cross,12,12,2,5120,81920,0.0394117966292325,0.0596879534292616,0.0447116144928616,2
moment_bias,outer,12,12,2,5120,81920,0.1150390013009732,0.2428189722107394,0.0239972929261205,2
moment_bias,outer_trace,12,12,2,5120,81920,0.0858923693948621,0.1898054871374615,0.0234154108192757,2
moment_bias,cross,13,12,2,5120,81920,0.04567843325632,0.0592436994328859,0.0462788398725998,2
moment_bias,outer,13,12,2,5120,81920,0.0947356948427485,0.2412316844066516,0.0169090832542929,2
moment_bias,outer_trace,13,12,2,5120,81920,0.1278629233122421,0.2120392232184505,0.0258672269929049,2
moment_bias,cross,14,12,2,5120,81920,0.0485488347484421,0.0644573921158384,0.0507473808665994,2
moment_bias,outer,14,12,2,5120,81920,0.128777385057594,0.2556981756801361,0.0196555871417307,2
moment_bias,outer_trace,14,12,2,5120,81920,0.1099620997238413,0.1989753261370548,0.0193811785923542,2
moment_bias,cross,15,12,2,5120,81920,0.0579428556489202,0.0834981855732377,0.0518803631054568,2
moment_bias,outer,15,12,2,5120,81920,0.1109174978675197,0.2422826784190782,0.0204446637691077,2
moment_bias,outer_trace,15,12,2,5120,81920,0.0815309488408548,0.1862175667527782,0.0195550744964264,2
moment_bias,cross,16,12,2,5120,81920,0.0597923802618002,0.0693848798899277,0.0546364669220104,2
moment_bias,outer,16,12,2,5120,81920,0.1502666496452832,0.2659543395567907,0.0162530127087248,2
moment_bias,outer_trace,16,12,2,5120,81920,0.1216890060224964,0.2111568783394685,0.0197315222823406,2
moment_bias,cross,17,12,2,5120,81920,0.0460963455281268,0.0671096264978152,0.0497846543059737,2
moment_bias,outer,17,12,2,5120,81920,0.131564479166386,0.2582989342113849,0.0226463777766194,2
moment_bias,outer_trace,17,12,2,5120,81920,0.1244006792000144,0.2100745708335747,0.0283659785473184,2
moment_bias,cross,18,12,2,5120,81920,0.0319628000185021,0.0512627221508379,0.0332116221225603,2
moment_bias,outer,18,12,2,5120,81920,0.1076002779564292,0.2367111699199317,0.0225562590835418,2
moment_bias,outer_trace,18,12,2,5120,81920,0.103896800847398,0.193012050751512,0.0230432102764443,2
moment_bias,cross,19,12,2,5120,81920,0.0433638273662471,0.0577920867468137,0.0327924524432263,2
moment_bias,outer,19,12,2,5120,81920,0.1170308038569687,0.2507135648677249,0.0329857559330023,2
moment_bias,outer_trace,19,12,2,5120,81920,0.090149413242271,0.1922942943755726,0.022658588397343,2
